county,precinct,office,district,party,candidate,votes,trump,clinton,castle,johnson,la riva,de la fuente,moorehead,stein,kennedy,write-in
Camden,Mt. Ephraim Dist 1,President,,,Registered Voters,743,,,,,,,,,,
Camden,Mt. Ephraim Dist 2,President,,,Registered Voters,860,,,,,,,,,,
Camden,Mt. Ephraim Dist 3,President,,,Registered Voters,841,,,,,,,,,,
Camden,Mt. Ephraim Dist 4,President,,,Registered Voters,816,,,,,,,,,,
Camden,Mt. Ephraim Mail-In Ballot,President,,,Registered Voters,0,,,,,,,,,,
Camden,Mt. Ephraim Provisional,President,,,Registered Voters,0,,,,,,,,,,
Camden,Mt. Ephraim Emergency,President,,,Registered Voters,0,,,,,,,,,,
Camden,Mt. Ephraim Borough,President,,,Registered Voters,3260,,,,,,,,,,
Camden,Oaklyn Dist 1,President,,,Registered Voters,667,,,,,,,,,,
Camden,Oaklyn Dist 2,President,,,Registered Voters,832,,,,,,,,,,
Camden,Oaklyn Dist 3,President,,,Registered Voters,749,,,,,,,,,,
Camden,Oaklyn Dist 4,President,,,Registered Voters,707,,,,,,,,,,
Camden,Oaklyn Mail-In Ballot,President,,,Registered Voters,0,,,,,,,,,,
Camden,Oaklyn Provisional,President,,,Registered Voters,0,,,,,,,,,,
Camden,Oaklyn Emergency Ballots,President,,,Registered Voters,0,,,,,,,,,,
Camden,Oaklyn Borough,President,,,Registered Voters,2955,,,,,,,,,,
Camden,Pennsauken Dist 1,President,,,Registered Voters,1062,,,,,,,,,,
Camden,Pennsauken Dist 2,President,,,Registered Voters,1529,,,,,,,,,,
Camden,Pennsauken Dist 3,President,,,Registered Voters,1033,,,,,,,,,,
Camden,Pennsauken Dist 4,President,,,Registered Voters,1383,,,,,,,,,,
Camden,Pennsauken Dist 5,President,,,Registered Voters,768,,,,,,,,,,
Camden,Pennsauken Dist 6,President,,,Registered Voters,1061,,,,,,,,,,
Camden,Pennsauken Dist 7,President,,,Registered Voters,1319,,,,,,,,,,
Camden,Pennsauken Dist 8,President,,,Registered Voters,886,,,,,,,,,,
Camden,Pennsauken Dist 9,President,,,Registered Voters,948,,,,,,,,,,
Camden,Pennsauken Dist 10,President,,,Registered Voters,881,,,,,,,,,,
Camden,Pennsauken Dist 11,President,,,Registered Voters,963,,,,,,,,,,
Camden,Pennsauken Dist 12,President,,,Registered Voters,818,,,,,,,,,,
Camden,Pennsauken Dist 13,President,,,Registered Voters,958,,,,,,,,,,
Camden,Pennsauken Dist 14,President,,,Registered Voters,1035,,,,,,,,,,
Camden,Pennsauken Dist 15,President,,,Registered Voters,1185,,,,,,,,,,
Camden,Pennsauken Dist 16,President,,,Registered Voters,777,,,,,,,,,,
Camden,Pennsauken Dist 17,President,,,Registered Voters,1240,,,,,,,,,,
Camden,Pennsauken Dist 18,President,,,Registered Voters,1297,,,,,,,,,,
Camden,Pennsauken Dist 19,President,,,Registered Voters,615,,,,,,,,,,
Camden,Pennsauken Dist 20,President,,,Registered Voters,831,,,,,,,,,,
Camden,Pennsauken Dist 21,President,,,Registered Voters,717,,,,,,,,,,
Camden,Pennsauken Dist 22,President,,,Registered Voters,812,,,,,,,,,,
Camden,Pennsauken Dist 23,President,,,Registered Voters,793,,,,,,,,,,
Camden,Pennsauken Dist 24,President,,,Registered Voters,611,,,,,,,,,,
Camden,Pennsauken Mail-In Ballot,President,,,Registered Voters,0,,,,,,,,,,
Camden,Pennsauken Provisional,President,,,Registered Voters,0,,,,,,,,,,
Camden,Pennsauken Emergency,President,,,Registered Voters,0,,,,,,,,,,
Camden,Pennsauken Twp,President,,,Registered Voters,23522,,,,,,,,,,
Camden,Pine Hill Dist 1,President,,,Registered Voters,935,,,,,,,,,,
Camden,Pine Hill Dist 2,President,,,Registered Voters,1152,,,,,,,,,,
Camden,Pine Hill Dist 3,President,,,Registered Voters,1147,,,,,,,,,,
Camden,Pine Hill Dist 4,President,,,Registered Voters,1236,,,,,,,,,,
Camden,Pine Hill Dist 5,President,,,Registered Voters,1215,,,,,,,,,,
Camden,Pine Hill Dist 6,President,,,Registered Voters,919,,,,,,,,,,
Camden,Pine Hill Mail-In Ballot,President,,,Registered Voters,0,,,,,,,,,,
Camden,Pine Hill Provisional,President,,,Registered Voters,0,,,,,,,,,,
Camden,Pine Hill Emergency Ballots,President,,,Registered Voters,0,,,,,,,,,,
Camden,Pine Hill Borough,President,,,Registered Voters,6604,,,,,,,,,,
Camden,Pine Valley Dist 1,President,,,Registered Voters,0,,,,,,,,,,
Camden,Pine Valley Mail-In Ballot,President,,,Registered Voters,0,,,,,,,,,,
Camden,Pine Valley Provisional,President,,,Registered Voters,0,,,,,,,,,,
Camden,Pine Valley Borough,President,,,Registered Voters,0,,,,,,,,,,
Camden,Runnemede Dist 1,President,,,Registered Voters,709,,,,,,,,,,
Camden,Runnemede Dist 2,President,,,Registered Voters,992,,,,,,,,,,
Camden,Runnemede Dist 3,President,,,Registered Voters,728,,,,,,,,,,
Camden,Runnemede Dist 4,President,,,Registered Voters,879,,,,,,,,,,
Camden,Runnemede Dist 5,President,,,Registered Voters,1280,,,,,,,,,,
Camden,Runnemede Dist 6,President,,,Registered Voters,1089,,,,,,,,,,
Camden,Runnemede Mail-In Ballot,President,,,Registered Voters,0,,,,,,,,,,
Camden,Runnemede Provisional,President,,,Registered Voters,0,,,,,,,,,,
Camden,Runnemede Emergency Ballots,President,,,Registered Voters,0,,,,,,,,,,
Camden,Runnemede Borough,President,,,Registered Voters,5677,,,,,,,,,,
Camden,Somerdale Dist 1,President,,,Registered Voters,1377,,,,,,,,,,
Camden,Somerdale Dist 2,President,,,Registered Voters,774,,,,,,,,,,
Camden,Somerdale Dist 3,President,,,Registered Voters,748,,,,,,,,,,
Camden,Somerdale Dist 4,President,,,Registered Voters,785,,,,,,,,,,
Camden,Somerdale Mail-In Ballot,President,,,Registered Voters,0,,,,,,,,,,
Camden,Somerdale Provisional,President,,,Registered Voters,0,,,,,,,,,,
Camden,Somerdale Emergency Ballots,President,,,Registered Voters,0,,,,,,,,,,
Camden,Somerdale Borough,President,,,Registered Voters,3684,,,,,,,,,,
Camden,Stratford Dist 1,President,,,Registered Voters,580,,,,,,,,,,
Camden,Stratford Dist 2,President,,,Registered Voters,857,,,,,,,,,,
Camden,Stratford Dist 3,President,,,Registered Voters,806,,,,,,,,,,
Camden,Stratford Dist 4,President,,,Registered Voters,1027,,,,,,,,,,
Camden,Stratford Dist 5,President,,,Registered Voters,620,,,,,,,,,,
Camden,Stratford Dist 6,President,,,Registered Voters,807,,,,,,,,,,
Camden,Stratford Mail-In Ballot,President,,,Registered Voters,0,,,,,,,,,,
Camden,Stratford Provisional,President,,,Registered Voters,0,,,,,,,,,,
Camden,Stratford Emergency Ballots,President,,,Registered Voters,0,,,,,,,,,,
Camden,Stratford Borough,President,,,Registered Voters,4697,,,,,,,,,,
Camden,Tavistock Dist 1,President,,,Registered Voters,0,,,,,,,,,,
Camden,Tavistock Mail-In Ballot,President,,,Registered Voters,0,,,,,,,,,,
Camden,Tavistock Provisional,President,,,Registered Voters,0,,,,,,,,,,
Camden,Tavistock Borough,President,,,Registered Voters,0,,,,,,,,,,
Camden,Voorhees Dist 1,President,,,Registered Voters,1396,,,,,,,,,,
Camden,Voorhees Dist 2,President,,,Registered Voters,1272,,,,,,,,,,
Camden,Voorhees Dist 3,President,,,Registered Voters,1261,,,,,,,,,,
Camden,Voorhees Dist 4,President,,,Registered Voters,1158,,,,,,,,,,
Camden,Voorhees Dist 5,President,,,Registered Voters,1339,,,,,,,,,,
Camden,Voorhees Dist 6,President,,,Registered Voters,1285,,,,,,,,,,
Camden,Voorhees Dist 7,President,,,Registered Voters,747,,,,,,,,,,
Camden,Voorhees Dist 8,President,,,Registered Voters,1515,,,,,,,,,,
Camden,Voorhees Dist 9,President,,,Registered Voters,1347,,,,,,,,,,
Camden,Voorhees Dist 10,President,,,Registered Voters,989,,,,,,,,,,
Camden,Voorhees Dist 11,President,,,Registered Voters,1008,,,,,,,,,,
Camden,Voorhees Dist 12,President,,,Registered Voters,974,,,,,,,,,,
Camden,Voorhees Dist 13,President,,,Registered Voters,1303,,,,,,,,,,
Camden,Voorhees Dist 14,President,,,Registered Voters,850,,,,,,,,,,
Camden,Voorhees Dist 15,President,,,Registered Voters,1230,,,,,,,,,,
Camden,Voorhees Dist 16,President,,,Registered Voters,781,,,,,,,,,,
Camden,Voorhees Dist 17,President,,,Registered Voters,764,,,,,,,,,,
Camden,Voorhees Dist 18,President,,,Registered Voters,1175,,,,,,,,,,
Camden,Voorhees Dist 19,President,,,Registered Voters,999,,,,,,,,,,
Camden,Voorhees Mail-In Ballot,President,,,Registered Voters,0,,,,,,,,,,
Camden,Voorhees Provisional,President,,,Registered Voters,0,,,,,,,,,,
Camden,Voorhees Emergency Ballots,President,,,Registered Voters,0,,,,,,,,,,
Camden,Voorhees Twp,President,,,Registered Voters,21393,,,,,,,,,,
Camden,Waterford Dist 1,President,,,Registered Voters,1017,,,,,,,,,,
Camden,Waterford Dist 2,President,,,Registered Voters,1192,,,,,,,,,,
Camden,Waterford Dist 3,President,,,Registered Voters,1056,,,,,,,,,,
Camden,Waterford Dist 4,President,,,Registered Voters,871,,,,,,,,,,
Camden,Waterford Dist 5,President,,,Registered Voters,1019,,,,,,,,,,
Camden,Waterford Dist 6,President,,,Registered Voters,1032,,,,,,,,,,
Camden,Waterford Dist 7,President,,,Registered Voters,1164,,,,,,,,,,
Camden,Waterford Dist 8,President,,,Registered Voters,314,,,,,,,,,,
Camden,Waterford Mail-In Ballot,President,,,Registered Voters,0,,,,,,,,,,
Camden,Waterford Provisional,President,,,Registered Voters,0,,,,,,,,,,
Camden,Waterford Emergency Ballots,President,,,Registered Voters,0,,,,,,,,,,
Camden,Waterford Twp,President,,,Registered Voters,7665,,,,,,,,,,
Camden,Winslow W1 D1,President,,,Registered Voters,1039,,,,,,,,,,
Camden,Winslow W1 D2,President,,,Registered Voters,1179,,,,,,,,,,
Camden,Winslow W1 D3,President,,,Registered Voters,756,,,,,,,,,,
Camden,Winslow W1 D4,President,,,Registered Voters,1338,,,,,,,,,,
Camden,Winslow W1 D5,President,,,Registered Voters,1273,,,,,,,,,,
Camden,Winslow W1 D6,President,,,Registered Voters,700,,,,,,,,,,
Camden,Winslow Ward 1 Mail-In Ballot,President,,,Registered Voters,0,,,,,,,,,,
Camden,Winslow Ward 1 Provisional,President,,,Registered Voters,0,,,,,,,,,,
Camden,Winslow W1 Emergency,President,,,Registered Voters,0,,,,,,,,,,
Camden,Winslow W2 D1,President,,,Registered Voters,1508,,,,,,,,,,
Camden,Winslow W2 D2,President,,,Registered Voters,885,,,,,,,,,,
Camden,Winslow W2 D3,President,,,Registered Voters,1525,,,,,,,,,,
Camden,Winslow W2 D4,President,,,Registered Voters,1111,,,,,,,,,,
Camden,Winslow W2 D5,President,,,Registered Voters,890,,,,,,,,,,
Camden,Winslow W2 D6,President,,,Registered Voters,928,,,,,,,,,,
Camden,Winslow Ward 2 Mail-In Ballot,President,,,Registered Voters,0,,,,,,,,,,
Camden,Winslow Ward 2 Provisional,President,,,Registered Voters,0,,,,,,,,,,
Camden,Winslow W2 Emergency,President,,,Registered Voters,0,,,,,,,,,,
Camden,Winslow W3 D1,President,,,Registered Voters,1283,,,,,,,,,,
Camden,Winslow W3 D2,President,,,Registered Voters,1397,,,,,,,,,,
Camden,Winslow W3 D3,President,,,Registered Voters,1150,,,,,,,,,,
Camden,Winslow W3 D4,President,,,Registered Voters,1119,,,,,,,,,,
Camden,Winslow  W3 D5,President,,,Registered Voters,1303,,,,,,,,,,
Camden,Winslow Ward 3 Mail-In Ballot,President,,,Registered Voters,0,,,,,,,,,,
Camden,Winslow Ward 3 Provisional,President,,,Registered Voters,0,,,,,,,,,,
Camden,Winslow W3 Emergency,President,,,Registered Voters,0,,,,,,,,,,
Camden,Winslow W4 D1,President,,,Registered Voters,775,,,,,,,,,,
Camden,Winslow W4 D2,President,,,Registered Voters,1474,,,,,,,,,,
Camden,Winslow W4 D3,President,,,Registered Voters,1663,,,,,,,,,,
Camden,Winslow W4 D4,President,,,Registered Voters,1234,,,,,,,,,,
Camden,Winslow W4 D5,President,,,Registered Voters,1413,,,,,,,,,,
Camden,Winslow Ward 4 Mail-In Ballot,President,,,Registered Voters,0,,,,,,,,,,
Camden,Winslow Ward 4 Provisional,President,,,Registered Voters,0,,,,,,,,,,
Camden,Winslow W4 Emergency,President,,,Registered Voters,0,,,,,,,,,,
Camden,Winslow Twp,President,,,Registered Voters,25943,,,,,,,,,,
Camden,Woodlynne Dist 1,President,,,Registered Voters,902,,,,,,,,,,
Camden,Woodlynne Dist 2,President,,,Registered Voters,700,,,,,,,,,,
Camden,Woodlynne Mail-In Ballot,President,,,Registered Voters,0,,,,,,,,,,
Camden,Woodlynne Provisional,President,,,Registered Voters,0,,,,,,,,,,
Camden,Woodlynne Emergency,President,,,Registered Voters,0,,,,,,,,,,
Camden,Woodlynne Borough,President,,,Registered Voters,1602,,,,,,,,,,
Camden,Fed Overseas 1st Cong Dist,President,,,Registered Voters,0,,,,,,,,,,
Camden,Fed Overseas 2nd Cong Dist,President,,,Registered Voters,0,,,,,,,,,,
Camden,TC-Election Day,President,,,Registered Voters,47739,,,,,,,,,,
Camden,TC-Emergency,President,,,Registered Voters,347739,,,,,,,,,,
Camden,TC-Mail-In Ballot,President,,,Registered Voters,47739,,,,,,,,,,
Camden,TC-Provisional,President,,,Registered Voters,347739,,,,,,,,,,
Camden,TC-Rejected Ballots,President,,,Registered Voters,347739,,,,,,,,,,
Camden,Contest Total,President,,,Registered Voters,347739,,,,,,,,,,
Camden,Audubon Boro Dist 1,President,,,Ballots Cast,473,,,,,,,,,,
Camden,Audubon Boro Dist 2,President,,,Ballots Cast,387,,,,,,,,,,
Camden,Audubon Boro Dist 3,President,,,Ballots Cast,603,,,,,,,,,,
Camden,Audubon Boro Dist 4,President,,,Ballots Cast,427,,,,,,,,,,
Camden,Audubon Boro Dist 5,President,,,Ballots Cast,557,,,,,,,,,,
Camden,Audubon Boro Dist 6,President,,,Ballots Cast,663,,,,,,,,,,
Camden,Audubon Boro Dist 7,President,,,Ballots Cast,452,,,,,,,,,,
Camden,Audubon Boro Dist 8,President,,,Ballots Cast,520,,,,,,,,,,
Camden,Audubon Boro Mail-In Ballot,President,,,Ballots Cast,617,,,,,,,,,,
Camden,Audubon Boro Provisional,President,,,Ballots Cast,79,,,,,,,,,,
Camden,Audubon Boro Emergency,President,,,Ballots Cast,0,,,,,,,,,,
Camden,Audubon Borough,President,,,Ballots Cast,4778,,,,,,,,,,
Camden,Audubon Park Dist 1,President,,,Ballots Cast,493,,,,,,,,,,
Camden,Audubon Park Mail-In Ballot,President,,,Ballots Cast,52,,,,,,,,,,
Camden,Audubon Park Provisional,President,,,Ballots Cast,7,,,,,,,,,,
Camden,Audubon Park Emergency,President,,,Ballots Cast,0,,,,,,,,,,
Camden,Audubon Park Borough,President,,,Ballots Cast,552,,,,,,,,,,
Camden,Barrington Dist 1,President,,,Ballots Cast,730,,,,,,,,,,
Camden,Barrington Dist 2,President,,,Ballots Cast,452,,,,,,,,,,
Camden,Barrington Dist 3,President,,,Ballots Cast,600,,,,,,,,,,
Camden,Barrington Dist 4,President,,,Ballots Cast,717,,,,,,,,,,
Camden,Barrington Dist 5,President,,,Ballots Cast,311,,,,,,,,,,
Camden,Barrington Mail-In Ballot,President,,,Ballots Cast,551,,,,,,,,,,
Camden,Barrington Provisional,President,,,Ballots Cast,69,,,,,,,,,,
Camden,Barrington Emergency Ballots,President,,,Ballots Cast,0,,,,,,,,,,
Camden,Barrington Borough,President,,,Ballots Cast,3430,,,,,,,,,,
Camden,Bellmawr Dist 1,President,,,Ballots Cast,780,,,,,,,,,,
Camden,Bellmawr Dist 2,President,,,Ballots Cast,691,,,,,,,,,,
Camden,Bellmawr Dist 3,President,,,Ballots Cast,606,,,,,,,,,,
Camden,Bellmawr Dist 4,President,,,Ballots Cast,568,,,,,,,,,,
Camden,Bellmawr Dist 5,President,,,Ballots Cast,494,,,,,,,,,,
Camden,Bellmawr Dist 6,President,,,Ballots Cast,635,,,,,,,,,,
Camden,Bellmawr Dist 7,President,,,Ballots Cast,503,,,,,,,,,,
Camden,Bellmawr Mail-In Ballot,President,,,Ballots Cast,776,,,,,,,,,,
Camden,Bellmawr Provisional,President,,,Ballots Cast,107,,,,,,,,,,
Camden,Bellmawr Emergency Ballots,President,,,Ballots Cast,0,,,,,,,,,,
Camden,Bellmawr Borough,President,,,Ballots Cast,5160,,,,,,,,,,
Camden,Berlin Boro Dist 1,President,,,Ballots Cast,432,,,,,,,,,,
Camden,Berlin Boro Dist 2,President,,,Ballots Cast,745,,,,,,,,,,
Camden,Berlin Boro Dist 3,President,,,Ballots Cast,737,,,,,,,,,,
Camden,Berlin Boro Dist 4,President,,,Ballots Cast,717,,,,,,,,,,
Camden,Berlin Boro Dist 5,President,,,Ballots Cast,352,,,,,,,,,,
Camden,Berlin Boro Mail-In Ballot,President,,,Ballots Cast,752,,,,,,,,,,
Camden,Berlin Boro Provisional,President,,,Ballots Cast,83,,,,,,,,,,
Camden,Berlin Boro Emergency Ballots,President,,,Ballots Cast,0,,,,,,,,,,
Camden,Berlin Borough,President,,,Ballots Cast,3818,,,,,,,,,,
Camden,Berlin Twp Dist 1,President,,,Ballots Cast,715,,,,,,,,,,
Camden,Berlin Twp Dist 2,President,,,Ballots Cast,368,,,,,,,,,,
Camden,Berlin Twp Dist 3,President,,,Ballots Cast,322,,,,,,,,,,
Camden,Berlin Twp Dist 4,President,,,Ballots Cast,639,,,,,,,,,,
Camden,Berlin Twp Mail-In Ballot,President,,,Ballots Cast,414,,,,,,,,,,
Camden,Berlin Twp Provisional,President,,,Ballots Cast,49,,,,,,,,,,
Camden,Berlin Twp Emergency Ballots,President,,,Ballots Cast,0,,,,,,,,,,
Camden,Berlin Twp,President,,,Ballots Cast,2507,,,,,,,,,,
Camden,Brooklawn Dist 1,President,,,Ballots Cast,721,,,,,,,,,,
Camden,Brooklawn Mail-In Ballot,President,,,Ballots Cast,78,,,,,,,,,,
Camden,Brooklawn Provisional,President,,,Ballots Cast,12,,,,,,,,,,
Camden,Brooklawn Emergency Ballots,President,,,Ballots Cast,0,,,,,,,,,,
Camden,Brooklawn Borough,President,,,Ballots Cast,811,,,,,,,,,,
Camden,Camden City W1 D1,President,,,Ballots Cast,244,,,,,,,,,,
Camden,Camden City W1 D2,President,,,Ballots Cast,487,,,,,,,,,,
Camden,Camden City W1 D3,President,,,Ballots Cast,424,,,,,,,,,,
Camden,Camden City W1 D4,President,,,Ballots Cast,346,,,,,,,,,,
Camden,Camden City W1 D5,President,,,Ballots Cast,420,,,,,,,,,,
Camden,Camden City W1 D6,President,,,Ballots Cast,456,,,,,,,,,,
Camden,Camden City W1 D7,President,,,Ballots Cast,309,,,,,,,,,,
Camden,Camden City W1 D8,President,,,Ballots Cast,477,,,,,,,,,,
Camden,Camden City W1 D9,President,,,Ballots Cast,624,,,,,,,,,,
Camden,Camden City W1 D10,President,,,Ballots Cast,354,,,,,,,,,,
Camden,Camden City Ward 1 Mail-In,President,,,Ballots Cast,542,,,,,,,,,,
Camden,Camden CIty Ward 1,President,,,Ballots Cast,462,,,,,,,,,,
Camden,Camden City W1 Emergency,President,,,Ballots Cast,0,,,,,,,,,,
Camden,Camden City W2 D1,President,,,Ballots Cast,312,,,,,,,,,,
Camden,Camden City W2 D2,President,,,Ballots Cast,376,,,,,,,,,,
Camden,Camden City W2 D3,President,,,Ballots Cast,519,,,,,,,,,,
Camden,Camden City W2 D4,President,,,Ballots Cast,313,,,,,,,,,,
Camden,Camden City W2 D5,President,,,Ballots Cast,319,,,,,,,,,,
Camden,Camden City W2 D6,President,,,Ballots Cast,594,,,,,,,,,,
Camden,Camden City W2 D7,President,,,Ballots Cast,481,,,,,,,,,,
Camden,Camden City W2 D8,President,,,Ballots Cast,601,,,,,,,,,,
Camden,Camden City W2 D9,President,,,Ballots Cast,626,,,,,,,,,,
Camden,Camden City W2 D10,President,,,Ballots Cast,362,,,,,,,,,,
Camden,Camden City W2 D11,President,,,Ballots Cast,255,,,,,,,,,,
Camden,Camden City Ward 2 Mail-In,President,,,Ballots Cast,554,,,,,,,,,,
Camden,Camden City Ward 2,President,,,Ballots Cast,399,,,,,,,,,,
Camden,Camden City W2 Emergency,President,,,Ballots Cast,0,,,,,,,,,,
Camden,Camden City W3 D1,President,,,Ballots Cast,384,,,,,,,,,,
Camden,Camden City W3 D2,President,,,Ballots Cast,609,,,,,,,,,,
Camden,Camden City W3 D3,President,,,Ballots Cast,381,,,,,,,,,,
Camden,Camden City W3 D4,President,,,Ballots Cast,424,,,,,,,,,,
Camden,Camden City W3 D5,President,,,Ballots Cast,342,,,,,,,,,,
Camden,Camden City W3 D6,President,,,Ballots Cast,501,,,,,,,,,,
Camden,Camden City W3 D7,President,,,Ballots Cast,495,,,,,,,,,,
Camden,Camden City W3 D8,President,,,Ballots Cast,502,,,,,,,,,,
Camden,Camden City W3 D9,President,,,Ballots Cast,607,,,,,,,,,,
Camden,Camden City Ward 3 Mail-In,President,,,Ballots Cast,497,,,,,,,,,,
Camden,Camden City Ward 3,President,,,Ballots Cast,324,,,,,,,,,,
Camden,Camden City W3 Emergency,President,,,Ballots Cast,0,,,,,,,,,,
Camden,Camden City W4 D1,President,,,Ballots Cast,392,,,,,,,,,,
Camden,Camden City W4 D2,President,,,Ballots Cast,419,,,,,,,,,,
Camden,Camden City W4 D3,President,,,Ballots Cast,404,,,,,,,,,,
Camden,Camden City W4 D4,President,,,Ballots Cast,394,,,,,,,,,,
Camden,Camden City W4 D5,President,,,Ballots Cast,445,,,,,,,,,,
Camden,Camden City W4 D6,President,,,Ballots Cast,500,,,,,,,,,,
Camden,Camden City W4 D7,President,,,Ballots Cast,496,,,,,,,,,,
Camden,Camden City W4 D8,President,,,Ballots Cast,487,,,,,,,,,,
Camden,Camden City W4 D9,President,,,Ballots Cast,524,,,,,,,,,,
